url,title,price_czk,source,discount_pct,scraped_at
https://mobil.bazos.cz/inzerat/222069363/garmin-fenix-8-47-mm-amoled-jako-nove-alza-zaruka-do-62.php,"Garmin Fenix 8 47 mm AMOLED – jako nové, Alza, záruka do 6/2: 14 990",14990,bazos,42.3,2026-08-08T12:58:06.916046+00:00
https://mobil.bazos.cz/inzerat/221985077/koupim-garmin-f8-amoled-titan.php,Koupím Garmin F8 AMOLED Titan: 15 000,15000,bazos,42.3,2026-08-08T12:58:06.916048+00:00
https://elektro.bazos.cz/inzerat/221957067/garmin-fenix-8-safirove-51mm.php,Garmin fenix 8 safírové 51mm: 18 000,18000,bazos,30.7,2026-08-08T12:58:06.916051+00:00
https://mobil.bazos.cz/inzerat/221950219/garmin-fenix-8-amoled-sapphire-51mm-prirodni.php,Garmin Fenix 8 AMOLED Sapphire 51mm přírodní: 17 500,17500,bazos,32.7,2026-08-08T12:58:06.916054+00:00
https://elektro.bazos.cz/inzerat/221889345/hodinky-garmin-fenix-8-nove.php,Hodinky Garmin Fenix 8 NOVE: 18 000,18000,bazos,30.7,2026-08-08T12:58:06.916057+00:00
https://sport.bazos.cz/inzerat/221876848/garmin-fenix-8-51mm-safir-titan.php,Garmin fenix 8 51mm safir/ titan: 14 000,14000,bazos,46.1,2026-08-08T12:58:06.916060+00:00
https://mobil.bazos.cz/inzerat/221867828/garmin-fenix-8-47mm-gps.php,Garmin Fenix 8  47mm GPS: 16 000,16000,bazos,38.4,2026-08-08T12:58:06.916062+00:00
https://obleceni.bazos.cz/inzerat/221729617/garmin-fenix-8-amoled-43-mm-sapphire.php,"Garmin Fenix 8 AMOLED 43 mm, Sapphire: 17 990",17990,bazos,30.8,2026-08-08T12:58:06.916066+00:00
https://elektro.bazos.cz/inzerat/221712960/prodam-hodinky-garmin-fenix-8-43-mm-saphire-titan.php,"Prodám hodinky Garmin Fenix 8, 43 mm, Saphire, Titan: 18 500",18500,bazos,28.8,2026-08-08T12:58:06.916069+00:00
https://sport.bazos.cz/inzerat/221647212/garmin-fenix-8-titan-safir-51mm.php,Garmin fenix 8 titan safir 51mm: 14 000,14000,bazos,46.1,2026-08-08T12:58:06.916072+00:00
https://mobil.bazos.cz/inzerat/221582949/garmin-fenix-8-pro-47mm-amoled-sapphire-titanium-graphite.php,Garmin Fenix 8 Pro 47mm AMOLED Sapphire Titanium Graphite: 20 500,20500,bazos,21.1,2026-08-08T12:58:06.916075+00:00
https://obleceni.bazos.cz/inzerat/221561613/garmin-fenix-8-51mm.php,Garmin Fénix 8 (51mm): 21 000,21000,bazos,19.2,2026-08-08T12:58:06.916078+00:00
https://obleceni.bazos.cz/inzerat/221552732/omega-x-swatch-moonswatch-mission-on-earth-lava.php,Omega x Swatch Moonswatch Mission On Earth LAVA: 7 000,7000,bazos,73.1,2026-08-08T12:58:06.916081+00:00
https://mobil.bazos.cz/inzerat/221547405/garmin-fenix-8-sapphire-solar-51mm.php,Garmin Fenix 8 Sapphire Solar 51mm: 19 000,19000,bazos,26.9,2026-08-08T12:58:06.916083+00:00
https://mobil.bazos.cz/inzerat/221539370/garmin-fenix-8-amoled-51mm.php,Garmin Fenix 8 amoled 51mm: 19 500,19500,bazos,25.0,2026-08-08T12:58:06.916086+00:00
https://sport.bazos.cz/inzerat/221533707/garmin-fenix-8-47mm-verze-pro.php,Garmin fenix 8 47mm verze PRO: 16 500,16500,bazos,36.5,2026-08-08T12:58:06.916088+00:00
https://mobil.bazos.cz/inzerat/221479318/prodam-hodiny-garmin.php,Prodám hodiny Garmin: 13 000,13000,bazos,50.0,2026-08-08T12:58:06.916091+00:00
https://mobil.bazos.cz/inzerat/221428805/garmin-fenix-8-pro-47mm.php,Garmin Fenix 8 Pro 47mm LTE: 17 800,17800,bazos,31.5,2026-08-08T12:58:06.916094+00:00
https://mobil.bazos.cz/inzerat/221371366/garmin-fenix-8.php,Garmin Fenix 8: 18 999,18999,bazos,26.9,2026-08-08T12:58:06.916097+00:00
https://mobil.bazos.cz/inzerat/221321257/nove-ochranne-sklo-zaslepka-garmin-fenix-87x-proepix-42mm.php,"NOVÉ ochranné sklo, záslepka GARMIN Fénix 8/7X pro/Epix 42mm: 100",100,bazos,99.6,2026-08-08T12:58:06.916099+00:00
https://mobil.bazos.cz/inzerat/221291479/garmin-fenix-8-47mm-amoled-sapphire-prirodni.php,Garmin Fenix 8 47mm AMOLED Sapphire přírodní: 16 000,16000,bazos,38.4,2026-08-08T12:58:06.916102+00:00
